92694,Perfect Sense (2011),Drama|Romance|Sci-Fi,An odd epidemic appears across the globe: people suddenly lose one of their senses. At first it's an outbreak of loss of smell. It's often presaged by a destructive temper tantrum. In this mix are a scientist and a chef - she's Susan one of a team trying to understand the epidemic; he's Michael charming and engaging. Susan and Michael begin a relationship in the middle of increasing chaos as the loss of other senses plagues more people and as civil authorities try to maintain order. Susan's voice-over reflections provide insight. Is love possible in such a changed world? Can anything make perfect sense?
92751,Kokowääh (2011),Comedy,Henry is a handsome screenwriter who is trying to win the heart of the woman he truly loves. His plans are interrupted when he finds Magdalena a little girl at his house.
92756,Hearts of the West (1975),Comedy|Western,Lewis Tater writes Wild West dime novels and dreams of actually becoming a cowboy. When he goes west to find his dream he finds himself in possession of the loot box of two crooks who tried to rob him. During his escape Lewis stumbles on to the set of a Wild West movie and through mishap and chance becomes a star of Hollywood Westerns.
92938,Ghost Rider: Spirit of Vengeance (2012),Action|Fantasy|Thriller,When the motorcyclist Johnny Blaze finds that his father Barton Blaze has a terminal cancer he accepts a pact with the Mephistopheles giving his soul for the health of his beloved father. But the devil deceives him and Barton dies in a motorcycle accident during an exhibition. Johnny leaves the carnival his town his friends and his girlfriend Roxanne. Years later Johnny Blaze becomes a famous motorcyclist who risks his life in his shows and he meets Roxanne again now a TV reporter. However Mephistopheles proposes Johnny to release his contract if he become the "Ghost Rider" and defeat his evil son Blackheart who wants to possess one thousand evil souls and transform hell on earth.
92954,Prayers for Bobby (2009),Drama,In "Prayers for Bobby" Mary Griffith (Sigourney Weaver) is a devout Christian who raises her children with the conservative teachings of the Presbyterian Church. However when her son Bobby (Ryan Kelley) confides to his older brother he may be gay life changes for the entire family after Mary learns about his secret. While Bobby's father (Henry Czerny) and siblings slowly come to terms with his homosexuality Mary believes God can cure him of what she considers his 'sin' and persuades Bobby to pray harder and seek solace in church activities in hopes of changing him. Desperate for his mother's approval Bobby does what is asked of him but through it all the church's apparent disapproval of homosexuality causes him to grow increasingly withdrawn and depressed. Guilty over the pain he is causing Mary Bobby moves away yet hopes that some day his mother will accept him. His subsequent depression and self-loathing intensifies as he blames himself for not being the 'perfect' son and is driven to suicide. Faced with their tragedy Mary begins to question her faith when she receives no answers from her pastor concerning her devastating loss. Through her long and emotional journey Mary slowly reaches out to the gay community and discovers unexpected support from a very unlikely source. The film is based on the 1995 Leroy Aarons book of the same name.
92966,Love Wrecked (2005),Comedy|Romance
93040,"Civil War, The (1990)",Documentary|War,The short 'Civil War' is the story of a man living alone in a cabin in woodland when after he decides to blow a little blue bird to pieces he suddenly gets fired at by an unknown enemy. He is then engaged in a civil war but with whom?
93061,October Baby (2011),Drama,As the curtain rises Hannah hesitantly steps onto the stage for her theatrical debut in college. Yet before she can utter her first lines Hannah-unscripted-collapses in front of the stunned audience. After countless medical tests all signs point to one underlying factor: Hannah's difficult birth. This revelation is nothing compared to what she then learns from her parents: she was actually adopted ... after a failed abortion attempt. Bewildered angered and confused Hannah turns for support to Jason her long-time friend. Encouraged by his adventurous spirit Hannah joins his group of friends on a Spring Break road trip embarking on a journey to discover her hidden past ... and find hope for her unknown future. In the midst of her incredible journey Hannah learns that every life is beautiful.
93242,Gone (2012),Drama|Thriller,When her sister disappears Jill is convinced the serial killer who kidnapped her two years ago has returned and she sets out to once again face her abductor.
93265,Courageous (2011),Drama,When a tragedy strikes close to home four police officers struggle with their faith and their roles as husbands and fathers; together they make a decision that will change all of their lives.
93270,Project X (2012),Comedy,It's Thomas Kub's 17th birthday and all he wants to do is throw a small party with some friends to help raise his social status and maybe even get lucky. But when his best friend Costa starts calling radio stations and putting ads up on Craigslist you can be sure that this party is going to get really out of hand really fast.
93272,Dr. Seuss' The Lorax (2012),Animation|Fantasy|Musical|IMAX
93287,"Big Year, The (2011)",Comedy,In birding a Big Year is seeing or hearing as many different species of birds as possible in a calendar year. Three men pursue the Birder of the Year title: Kenny Bostick who's seen a record 732 in a past big year Stu Preissler newly retired and Brad Harris who narrates the story. Life gets in the way: Bostick's wife wants a baby Stu's firm needs him for sensitive negotiations and Brad divorced and underemployed at 36 has an encouraging mom and a disapproving dad. They criss-cross the continent (including a trip to Alaska's westernmost island) follow migration patterns and head for storms that force birds to ground. Who will win at what cost and with what rewards?
93320,Trailer Park Boys (1999),Comedy|Crime,Trailer Park Boys is about life between prison terms. Always trying to play the angles always done-in by forces beyond their control and always in the middle of a gunfight Ricky and Julian are decent hard- working guys trying to cope with the New World Economic Order. It's not that the boys don't know right from wrong it's just that "right" rarely presents itself.
93324,Undefeated (2011),Documentary,A documentary that follows the Manassas Tigers football team a severely underfunded and underprivileged football team -- who were even hired out as a practice team for more successful schools -- as they reverse their fortunes thanks to coach Bill Courtney.
93326,This Means War (2012),Action|Comedy|Romance,Two CIA agents Tuck and Frank who are also best friends have been benched because someone's after them. Tuck is divorced with a son whom he's not close to and Frank is a ladies man. Tuck decides to try and find someone so he places his profile on a dating website. Lauren a woman also looking for a guy sees Tuck's profile and goes with him. She later bumps into Frank and he hits on her and she goes out with him. She's intrigued by both of them. When they learn that they're dating the same girl they agree to let her choose. But both can't help but use their skills to keep tabs on her and each other. And also sabotage each other's dates with her.
93363,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,John Carter a Civil War veteran who in 1868 was trying to live a normal life is "asked" by the Army to join but he refuses so he is locked up. He escapes and is pursued. Eventually they run into some Indians and there's a gunfight. Carter seeks refuge in a cave. While there he encounters someone who is holding some kind of medallion. When Carter touches it he finds himself in a place where he can leap incredible heights among other things. He later encounters beings he has never seen before. He meets a woman who helps him to discover that he is on Mars and he learns there's some kind of unrest going on.
93422,Starbuck (2011),Comedy,At 42 David lives the life of an irresponsible adolescent. He coasts through life with minimal effort and maintains a complicated relationship with Valerie a young policewoman. Just as she tells him she's pregnant David's past resurfaces. Twenty years earlier he began providing sperm to a fertility clinic in exchange for money. He discovers he's the father of 533 children 142 of whom have filed a class action lawsuit to determine the identity of their biological father known only by the pseudonym Starbuck.
93432,Forks Over Knives (2011),Documentary,What has happened to us? Despite the most advanced medical technology in the world we are sicker than ever by nearly every measure. Cases of diabetes are exploding especially amongst our younger population. About half of us are taking at least one prescription drug and major medical operations have become routine. Heart disease cancer and stroke are the country's three leading causes of death even though billions are spent each year to "battle" these very conditions. Millions suffer from a host of other degenerative diseases. Could it be there's a single solution to all of these problems? A solution so comprehensive but so utterly straightforward that it's mind-boggling that more of us haven't taken it seriously? FORKS OVER KNIVES examines the profound claim that most if not all of the so-called "diseases of affluence" that afflict us can be controlled or even reversed by rejecting our present menu of animal-based and processed foods. The major storyline in the film traces the personal journeys of Dr. T. Colin Campbell a nutritional scientist from Cornell University and Dr. Caldwell Esselstyn a former top surgeon at the world renowned Cleveland Clinic. Inspired by remarkable discoveries in their young careers these men conducted several groundbreaking studies one of which is considered among the most comprehensive health-related investigations ever undertaken. Their research separately and independently led them to the same startling conclusion: degenerative diseases like heart disease type 2 diabetes and even several forms of cancer could almost always be prevented-and in many cases reversed-by adopting a whole foods plant-based diet. Despite the profound implications of their findings their work has remained relatively unknown to the public. In addition cameras follow "reality patients" who have chronic conditions from heart disease to diabetes. Doctors teach these patients how to adopt a whole foods plant-based diet as the primary approach to treat their ailments-while the challenges and triumphs of their journeys are revealed.
93443,Goon (2011),Comedy|Drama,Doug Glatt of Orangetown Massachusetts is floundering in life he having no real sense of where he fits - having a "thing" as he calls it. He doesn't have the book smarts to become a doctor like his adoptive father or his gay adoptive brother Ira. And he doesn't have the passion that his best friend Pat has for his self-appointed work hosting a hockey based cable call-in show Hot Ice. Because his fists and skull are figuratively like steel Doug is good at the enforcement part of his job as a bouncer despite he having a naturally friendly childlike approach to dealing with people and situations. An incident involving Doug in the stands of an Orangetown Assassins minor league hockey game leads to its coach Rollie Hortense offering Doug a tryout with the team as its enforcer the tryout regardless of the fact that Rollie has no idea if Doug even knows how to play ice hockey (which he doesn't). Learning just enough hockey skills Doug makes the team. Rollie however quickly believes that Doug would be a bigger asset for his brother Ronnie Hortense's team the Halifax Highlanders. Ronnie has one player Xavier LaFlamme who was once well on his way to a successful NHL career until he was blown a vicious hit three years ago by aged enforcer Ross "the Boss" Rhea after which Xavier lost his hockey mojo. Doug's role would be to protect Xavier while somehow giving Xavier the confidence to feel safe playing hockey freely again. Doug relishes this new role in his life first with the Assassins then with the Highlanders as he likes hockey and he stands up for what and who he believes. But Doug may have some obstacles in proving himself to those that matter. Besides the coaches these people include his family his fellow players especially Xavier and a girl named Eva who Doug is falling for but who is already in a relationship. But Doug may also have to prove himself to Ross the Boss who Xavier has not met on the ice since that hit.
93498,Game Change (2012),Drama,Summer 2008: John McCain secures the nomination but polls behind Barack Obama. Strategist Steve Schmidt suggests a game changer: picking a conservative female with media savvy unknown Alaska governor Sarah Palin as vice president. She's an immediate hit and a quick study - the gap closes. Then Tina Fey's impersonation a raft of criticism and missing her family send Palin into a near-catatonic state: she doesn't prepare for her Katie Couric interview and bombs. Schmidt searches for an answer: don't expect her to learn the issues but give her a script. Palin does well in the debate with Biden; she finds her voice goes off script and goes rogue. A mistake?
93510,21 Jump Street (2012),Action|Comedy|Crime,In high school Schmidt (Jonah Hill) was a dork and Jenko (Channing Tatum) was the popular jock. After graduation both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.
93512,"Jeff, Who Lives at Home (2012)",Comedy|Drama,N/A
93563,Lockout (2012),Action|Sci-Fi|Thriller,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the president's daughter from an outer space prison taken over by violent inmates.
93693,Casa de mi Padre (2012),Comedy,Scheming on a way to save their father's ranch the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.
93700,Corman's World: Exploits of a Hollywood Rebel (2011),Documentary,A documentary on DIY producer/director Roger Corman and his alternative approach to making movies in Hollywood.
93721,Jiro Dreams of Sushi (2011),Documentary,In the basement of a Tokyo office building 85 year old sushi master Jiro Ono works tirelessly in his world renowned restaurant Sukiyabashi Jiro. As his son Yoshikazu faces the pressures of stepping into his father's shoes and taking over the legendary restaurant Jiro relentlessly pursues his lifelong quest to create the perfect piece of sushi.
93766,Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX,A decade after his heroic defeat of the monstrous Kraken Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son Helius. Meanwhile a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion the gods are losing control of the imprisoned Titans and their ferocious leader Kronos father of the long-ruling brothers Zeus Hades and Poseidon. The triumvirate had overthrown their powerful father long ago leaving him to rot in the gloomy abyss of Tartarus a dungeon that lies deep within the cavernous underworld. Perseus cannot ignore his true calling when Hades along with Zeus' godly son Ares (Edgar Ramírez) switch loyalty and make a deal with Kronos to capture Zeus. The Titans' strength grows stronger as Zeus' remaining godly powers are siphoned and hell is unleashed on earth. Enlisting the help of the warrior Queen Andromeda (Rosamund Pike) Poseidon's demigod son Argenor (Toby Kebbell) and fallen god Hephaestus (Bill Nighy) Perseus bravely embarks on a treacherous quest into the underworld to rescue Zeus overthrow the Titans and save mankind.
93805,Iron Sky (2012),Action|Comedy|Sci-Fi,In the last moments of World War II a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy the Nazis construct a gigantic space fortress with a massive armada of flying saucers.
93831,American Reunion (American Pie 4) (2012),Comedy,Over a decade has passed and the gang return to East Great Falls Michigan for the weekend. They will discover how their lives have developed as they gather for their high school reunion. How has life treated Michelle Jim Heather Oz Kevin Vicky Finch Stifler and Stifler's mom? In the summer of 1999 it was four boys on a quest to lose their virginity. Now Kara is a cute high school senior looking for the perfect guy to lose her virginity to.
93838,The Raid: Redemption (2011),Action|Crime,A group of Confederate prisoners escape to Canada and plan to rob the banks and set fire to the small town of Saint Albans in Vermont. To get the lie of the land their leader spends a few days in the town and finds he is getting drawn into its life and especially into that of an attractive widow and her son.
93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller,Five teenagers head off for a weekend at a secluded cabin in the woods. They arrive to find they are quite isolated with no means of communicating with the outside world. When the cellar door flings itself open they of course go down to investigate. They find an odd assortment of relics and curios but when one of the women Dana reads from a book she awakens a family of deadly zombie killers. However there's far more going on than meets the eye.
93855,God Bless America (2011),Comedy|Drama,Loveless jobless possibly terminally ill Frank has had enough of the downward spiral of America. With nothing left to lose Frank takes his gun and offs the stupidest cruelest and most repellent members of society. He finds an unusual accomplice: 16-year-old Roxy who shares his sense of rage and disenfranchisement.
93980,"Three Stooges, The (2012)",Comedy,Left on the doorstep of an orphanage run by nuns at birth three friends Moe Larry and Curly spend their time eye poking and slapping each other all the day long. But when their orphanage suddenly goes bankrupt the three Stooges set out to save it by journeying into the world to find a way to raise the money required. But their quest brings them into being used in a murder scheme and landing them into a popular reality show.
93982,"Raven, The (2012)",Mystery|Thriller,Martin Grant has been hiding for years to escape his past as a ruthless mercenary in the elite force Raven Team. He's recently been engaged and are trying to forget the nightmares of murder and betrayal. Martin was convinced that he could escape... But no one escapes from the Raven Teams ruthless leader Raven. At least not alive. Raven is back with a new team to hunt down and eliminate Grant...
94011,"Big Bang, The (2011)",Action|Thriller,N/A
94015,Mirror Mirror (2012),Adventure|Comedy|Fantasy,After a beloved King vanishes his ruthless wife seizes control of the kingdom and keeps her beautiful 18-year-old stepdaughter Snow White hidden away in the palace. But when the princess attracts the attention of a charming and wealthy visiting prince the jealous Queen banishes the girl to a nearby forest. Taken in by a band of rebellious but kindhearted dwarfs Snow White blossoms into a brave young woman determined to save her country from the Queen. With the support of her new friends she roars into action to reclaim her birthright and win back her Prince in this magical adventure comedy that will capture the hearts and imaginations of audiences the world over.
94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.
94024,Louis Theroux: The Most Hated Family in America in Crisis (2011),Documentary,A series of documentary films presented by Louis Theroux.
94070,"Best Exotic Marigold Hotel, The (2011)",Comedy|Drama,Seven elderly Britons for a variety of reasons respond to an online ad and travel to Jaipur India where they find run-down hotel with a young exuberant and optimistic host. Evelyn newly widowed wants low-cost experience Graham seeks a long-ago love Douglas and Jean have lost their pension in a family investment Muriel needs cheap hip surgery Madge seeks a rich husband and Norman is chasing women. India affects each in different ways enchanting Douglas and Evelyn while driving Jean deeper into bitterness. Their host young Sonny has dreams but little cash or skill; he also has a girlfriend whom his mother dismisses. Stories cross and discoveries await each one.
94266,"Five-Year Engagement, The (2012)",Comedy|Romance,In San Francisco after a year's relationship Tom proposes to Violet; she accepts. She's an experimental psychologist hoping for a post-doc at Cal. He's a sous chef who runs the kitchen when the chef is away. When Cal falls through and she gets an offer in Ann Arbor Tom agrees to support the move turning down a job as chef at a new restaurant. The move requires postponing the wedding. At Michigan Violet is in her element but Tom is underemployed and frustrated; he's Stoic for a while but when two years in Michigan become four Tom's frustrations boil over and on the eve of yet another wedding date they must make a choice. Is there any other alternative?
94323,Think Like a Man (2012),Comedy,Four women have given up on getting their men to do what they want until they find a how to book written by Steve Harvey. They start using his advice about relationships and their men start falling in line until the men discover what the women have been doing then the war is on.
94325,"Lucky One, The (2012)",Drama,Logan is a marine serving in Iraq. While there he finds a photo of a girl with "keep safe" written on the back. He is admiring it when his unit is attacked. He survives and credits the photo for saving him. He tries to find the owner but can't assuming he was killed. When he goes back to the States he finds it difficult to adjust and is still haunted by what happened. Analyzing the photo he finds in the background a landmark that tells him she is in Louisiana. He then goes there and finds her. He learns her name is Beth. He tries to tell her what happened but can't get the words out. She assumes he's there to apply for the job they advertised looking for someone to help at her family's business a dog kennel. He says yes but at first she gets an uneasy feeling from him but her grandmother decides to give him a chance. It isn't long that he makes a connection with her son. He then discovers that it was her brother who had the picture only he doesn't remember him. He sees that her brother's death has a profound effect on her. Eventually they get close which makes her grandmother happy but not her ex who is a deputy sheriff who's always threatening to take their son away from her.
94466,Black Mirror (2011),Drama|Sci-Fi,A television anthology series that shows the dark side of life and technology.
94478,Dark Shadows (2012),Comedy|Horror|IMAX,An imprisoned vampire Barnabas Collins is set free and returns to his ancestral home where his dysfunctional descendants are in need of his protection.
94480,The Scorpion King: Rise of a Warrior (2008),Action|Adventure|Fantasy,In an ancient time predating the pyramids the evil king Memnon is using the psychic powers of his sorceress Cassandra to fortell his great victories. In a last ditch effort to stop Memnon from taking over the world the leaders of the remaining free tribes hire the assassin Mathayus to kill the sorceress. But Mathayus ends up getting much more than he bargained for. Now with the help of the trickster Arpid tribal leader Balthazar and an unexpected ally it's up to Mathayus to fufill his destiny and become the great Scorpion King.
94494,96 Minutes (2011) ,Drama|Thriller,Inspired by true events 96 minutes is the story of four young lives slammed together in one shocking moment. The events of the night in inner city Atlanta Georgia unfold in real time as we inter-cut between a carjacking and the beginning of that day following four separate kids - who they are where they come from and the seemingly innocuous decisions that lead them towards a life changing conclusion. With no adults to guide them they're left on their own to try to survive not only this night but the complex reality of the world they live in.
94672,Across the Line: The Exodus of Charlie Wright (2010),Crime|Drama,A small-town sheriff falls in love with a Latina illegal immigrant who witnessed a murder on the Texas border.
94677,"Dictator, The (2012)",Comedy,Chandu(Balakrishna) lives a normal life with his in laws in Hyderabad. One fine day he comes across an aspiring actress(Sonal Chauhan) and helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess.
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX,N/A
94780,Snow White and the Huntsman (2012),Action|Adventure|Drama,Snow White imprisoned daughter of the late king escapes just as the Magic Mirror declares her the source of the Evil Queen's immortality. The Queen sends her men led by a local huntsman to bring her back. But upon her capture the huntsman finds he's being played and turns against the Queen's men saving Snow White in the process. Meanwhile Snow's childhood friend William learns that she is alive and sets off to save her.
94799,Sound of My Voice (2011),Drama|Mystery|Sci-Fi,Two documentary filmmakers attempt to penetrate a cult who worships a woman who claims to be from the future.
94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,After years of humiliation and failed attempts to win the coveted Pirate of the Year Award Pirate Captain and his oddball crew take on the cream of the pirating crop - Black Bellamy Peg Leg Hastings and Cutlass Liz - in a race to pillage the most booty. They soon cross paths with lovelorn scientist Charles Darwin who persuades the Captain that the crew's prized 'parrot' Polly could be the answer to the 'untold riches' they are searching for. Their adventure takes them to Victorian London where they meet Darwin's sidekick 'man-panzee' Mister Bobo and the notorious pirate-hating Queen Victoria herself. It soon unfolds that Darwin's motives for helping the crew are not what they seem and the Queen has an evil hidden agenda of her own. The Pirate Captain must choose between basking in the glory of being crowned Pirate of the Year or staying faithful to his trusted crew.
94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,This film is set in 2093 and takes place in the same universe as the 'Alien' movies. A group of explorers including some archaeologists are on an "undisclosed" mission. They arrive at a moon trillions of miles away from Earth. The team spot what they believe to be signs of civilization. They go to investigate and find more than just signs they find conclusive evidence. But some of them have an ulterior motive for being there including the Weyland Corporation. They believe that this is where the human race actually came from. Things soon turn from excitement to survival once inside their discovery.
94896,Bernie (2011),Comedy|Crime|Drama,We meet Bernie Tiede (1958- ) a chubby undertaker who takes pride in his work. He's a Gospel-singing tenor. In a series of interviews with townspeople mixed with flashbacks we follow Bernie: he arrives in Carthage Texas (pop. 7000) where old ladies adore him; he befriends a wealthy mean-spirited widow named Marjorie Nugent; they become companions in both daily routines and expensive vacations. Among those interviewed only her stockbroker and Danny Buck the local district attorney are unsympathetic toward the sunny sometimes saccharine Bernie. Marjorie changes from sour and alone to happy with Bernie; then she gets possessive. What will sweet Bernie do?
94919,Inhale (2010),Drama|Thriller,A couple goes to dangerous lengths to find a lung donor for their daughter.
94931,Take This Waltz (2011),Drama|Romance,A happily married woman falls for the artist who lives across the street.
94939,Sound of Noise (2010),Comedy|Crime|Musical,The narrative revolves around police officer Amadeus Warnebring tone-deaf scion of a distinguished musical family and his attempts to track down a group of six guerilla percussionists whose anarchic public performances are terrorizing the city. The drumming set pieces correspond to an avant-garde score with four hilariously titled movements. Where the short involved the six drummers imaginatively using standard apartment furnishings as their instruments the feature unleashes them on an unspecified city's civic and cultural institutions. Including an amusing backstory for each of the soberly dressed drummers as well as their nemesis music-hating investigator Warnebring the film creates a treat for the eyes and ears from the dull repetitive sounds of everyday life.
94953,Wanderlust (2012),Comedy,In New York the aspirant filmmaker Linda convinces her husband George Gergenblatt to buy an expensive Micro Loft apartment in Manhattan. Linda expects to sell a documentary about penguins to HBO to help the payment of the installments and George expects a promotion. However HBO rejects the documentary and George's company has folded and he is fired. With the American financial crisis they lose a large amount selling the apartment and George does not find a new job. George's brother Rick offers a job position in his company in Atlanta. They drive from New York to Atlanta and they decide to stop for the night in the hotel Elysium. However they see a naked man running toward their car and George tries to return to the highway but accidentally he turns his car over. Soon they learn the Elysium is a hippie and vegan community and the dwellers invite George and Linda to stay with them. However they decide to go to Atlanta but soon George has an argument with his arrogant brother. George returns to Elysium with Linda and they decide to stay for a two-week trial. A couple of days later Linda feels well with her new friends but George has difficulties to adapt himself to the rules of Elysium.
94959,Moonrise Kingdom (2012),Comedy|Drama|Romance,Set on an island off the coast of New England in the 1960s as a young boy and girl fall in love they are moved to run away together. Various factions of the town mobilize to search for them and the town is turned upside down -- which might not be such a bad thing.
94969,Kahaani (2012),Crime|Drama|Thriller,Kolkata is abuzz with the preparations for the annual Durga Puja festival as seven months pregnant Vidya Bagchi steps off the airplane from London. Her first stop is the local police station to file a missing person report. Weeks ago her husband Arnab arrived in India for a job assignment. The first two weeks they talked daily on the phone and then without explanation his calls stopped. Everywhere Vidya turns no one can remember Arnab. There is no trace of him at the guest house or his workplace. But Vidya will not give up her search. Somewhere in Kolkata she will discover the dangerous truth.
95067,"Thousand Words, A (2012)",Comedy|Drama,After stretching the truth on a deal with a spiritual guru literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.
95088,Safety Not Guaranteed (2012),Comedy|Drama,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.
95105,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,N/A
95113,Eaux d'artifice (1953),Fantasy,A woman dressed elegantly walks purposely through the water gardens at the Villa d'Este in Tivoli as the music of Vivaldi's "Winter" movement of "The Four Seasons" plays. Heavy red filters give a blue cast to the light; water plays across stone and fountains send it into the air. No words are spoken. Baroque statuary and the sensuous flow of water are back lit. Anger calls it "water games."
95115,Inauguration of the Pleasure Dome (1954),Fantasy,A Slavonic Mass by Leos Janácek plays as historical figures biblical characters and mythical creatures gather in the pleasure dome. Aphrodite Lilith Isis Kali Astarte Nero Pan and the Great Beast and the Scarlet Woman are part of a visual feast of images superimposed hallucinations and the spirit of decadence of the "Yellow '90s." Mythological images from Aleister Crowley cabalistic symbols artifice and magic combine to render the pleasure dome both as prison and as celebration.
95135,Your Sister's Sister (2011),Comedy|Drama,Mourning the death of his brother Jack's friend Iris invites him to her father's cottage for some alone time to recuperate. Unbeknownst to either of them Iris's sister Hannah is also staying at their father's cottage recovering from her recent break-up. One entire bottle of tequila later Jack and Hannah wake up to find Iris at the door. They each have secrets that they're tying to keep and they each have feelings that they're trying to sort out.
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action|Adventure|Animation|Children,Follows the adventures of an extraordinarily strong young boy named Goku as he searches for the seven dragon balls. These balls when combined can grant the owner any one wish he desires. Along the way he makes many new friends and enemies and he trains to become the strongest fighter in the world.
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Adventure|Animation|Sci-Fi|Thriller
95167,Brave (2012),Action|Adventure|Animation|Children,Determined to make her own path in life Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish Merida must rely on her bravery and her archery skills to undo a beastly curse.
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),Action|Adventure|Animation|Sci-Fi
95199,What to Expect When You're Expecting (2012),Comedy|Drama|Romance,Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for life does not always deliver what is expected.
95201,To Rome with Love (2012),Comedy,The lives of some visitors and residents of Rome and the romances adventures and predicaments they get into.
95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,An episodic biography of the 16th President of the United States.
95307,Rock of Ages (2012),Comedy|Drama|Musical|IMAX,1987. Naive Sherrie Christian has just arrived in Hollywood from Tulsa looking to become a rock star. She is just like Drew Boley was when he first arrived in Hollywood he now the Hollywood veteran who works as a bar back at the Bourbon Club known as the center of the rock scene in town and the place where many of the biggest acts in rock got their big break. The two meet as Drew helps Sherrie with a situation when she first arrives in town. Despite Dennis Dupree the Bourbon's owner/manager not liking to hire people like Drew or Sherrie - someone who has musical aspirations - as service staff Drew is able to convince Dennis and his assistant Lonny to hire Sherrie as a server Drew and Sherrie who have a blossoming mutual attraction. Dennis and Lonny who are having financial difficulties are able to convince rock star Stacee Jaxx the perpetually stoned front man for the band Arsenal who got his first break performing at the Bourbon to perform for free at a benefit concert at the club. Rumors are that Stacee is leaving Arsenal after their next gig to go solo Rolling Stones reporter Constance Sack who wants to get the true story as to the reason. Another problem for the Bourbon is that Mayor Mike Whitmore is taking a tough stance on what he sees as bad societal influences like rock music. His Christian fundamentalist wife Patricia Whitmore is leading the on the ground campaign in this area she who is determined to shut down the Bourbon. But Patricia is hiding a secret from her past as to the reason for her extreme fervor in getting rid of the Bourbon. As Drew and Sherrie's romance blossoms other romances around them blossom as well. But their romance and their musical aspirations are threatened by trying to stay true to their musical visions changing musical tastes and by Stacee himself.
95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,As an asteroid nears Earth a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.
95311,Presto (2008),Animation|Children|Comedy|Fantasy,Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician Presto. But when Presto forgets to feed his rabbit one too many times well there's really no telling what to expect! Follow the escalating high jinx of the amazing Presto his rabbit Alec and what happens onstage when a star magician's ego provokes some clever revenge from his neglected costar.
95313,Jack-Jack Attack (2005),Adventure|Animation|Children|Comedy,In a dark room Agent Rick Dicker interrogates Kari a young girl with braces. He asks what happened. Kari explains that she was babysitting for an infant Jack-Jack who seems able to levitate float pass through walls catch fire and cause havoc. Kari stays nimble but barely holds on until an odd young man with orange hair and an "S" on his shirt rings the bell.
95375,Boundin' (2003),Animation|Children,In the not too distant past a lamb lives in the desert plateau just below the snow line. He is proud of how bright and shiny his coat of wool is so much so that it makes him want to dance which in turn makes all the other creatures around him also want to dance. His life changes when one spring day he is captured his wool shorn and thrown back out onto the plateau all naked and pink. But a bounding jackalope who wanders by makes the lamb look at life a little differently in seeing that there is always something exciting in life to bound about.
95377,One Man Band (2005),Animation|Comedy|Musical,With one coin to make a wish at the piazza fountain One Man Band tells the humorously captivating tale of a peasant girl who encounters two competing street performers who'd prefer the coin find its way into their tip jars. As the two one-man bands' rivalry crescendos the two overly eager musicians vie to win the little girl's attention.
95441,Ted (2012),Comedy|Fantasy,John Bennett a man whose childhood wish of bringing his teddy bear to life came true now must decide between keeping the relationship with the bear or his girlfriend Lori.
95443,"Giant Mechanical Man, The (2012)",Comedy|Drama|Romance,An offbeat romantic comedy about a silver-painted street performer and the soft spoken zoo worker who falls for him.
